status,challenge,victim,attacker,flag,ts
duplicated,zblog,10.0.86.3:80,wangyihang,13a7a6084e13ac8686985b3d894aa812,1537066236.57
duplicated,zblog,10.0.88.3:80,wangyihang,8960aed62d0f98e68f7979402be5bb91,1537066236.58
duplicated,zblog,10.0.90.3:80,wangyihang,89fc4e0a41a0fca32d89bc01c6c7749d,1537066236.64
duplicated,zblog,10.0.91.3:80,wangyihang,90ebd95e48f5c2f8cff7c28cff40fb28,1537066236.65
duplicated,zblog,10.0.92.3:80,wangyihang,974a9d675f976cfd89039c970934ae8e,1537066236.76
duplicated,zblog,10.0.85.3:80,wangyihang,5640f1c3a4d14e1f89341994f3afe2a2,1537066236.84
duplicated,zblog,10.0.64.3:80,wangyihang,6a5e341208d0a3eed0338fd5c5d0d5a1,1537066764.05
duplicated,zblog,10.0.68.3:80,wangyihang,b93808f2667336e2e3da2f3f8f7de83e,1537066764.05
duplicated,zblog,10.0.71.3:80,wangyihang,c5e2e074a7721e02ade863cd65b6b264,1537066764.08
duplicated,zblog,10.0.73.3:80,wangyihang,404b53c8c5a051b031d383632239e9a7,1537066764.09
duplicated,zblog,10.0.74.3:80,wangyihang,83583ba59227ffd2728d58db0687f609,1537066764.11
duplicated,zblog,10.0.75.3:80,wangyihang,8c2b49d8446af1931290ae10d2295322,1537066764.12
duplicated,zblog,10.0.78.3:80,wangyihang,a16d8027a1b1d721374af193cf2dc469,1537066764.12
duplicated,zblog,10.0.79.3:80,wangyihang,037af3936ba56e4c2616ab7ae4e7f23a,1537066764.14
duplicated,zblog,10.0.82.3:80,wangyihang,3e9d2f069271f02c5c12f33952acd2e1,1537066764.14
duplicated,zblog,10.0.86.3:80,wangyihang,13a7a6084e13ac8686985b3d894aa812,1537066764.17
duplicated,zblog,10.0.85.3:80,wangyihang,5640f1c3a4d14e1f89341994f3afe2a2,1537066764.17
duplicated,zblog,10.0.87.3:80,wangyihang,56ce9d6f19d263762b092cb07fe58243,1537066764.18
duplicated,zblog,10.0.88.3:80,wangyihang,8960aed62d0f98e68f7979402be5bb91,1537066764.19
duplicated,zblog,10.0.91.3:80,wangyihang,90ebd95e48f5c2f8cff7c28cff40fb28,1537066764.21
duplicated,zblog,10.0.64.3:80,wangyihang,6a5e341208d0a3eed0338fd5c5d0d5a1,1537066776.51
duplicated,zblog,10.0.65.3:80,wangyihang,c141218df3ec4d5dc671ee7e9ccc146f,1537066776.72
duplicated,zblog,10.0.66.3:80,wangyihang,ce7aec8a9a9b7be292ac57f8b271cbcf,1537066777.08
duplicated,zblog,10.0.67.3:80,wangyihang,7344065f4d52e3fb871573fe38f5db45,1537066777.13
duplicated,zblog,10.0.68.3:80,wangyihang,b93808f2667336e2e3da2f3f8f7de83e,1537066778.14
duplicated,zblog,10.0.69.3:80,wangyihang,647bcc2b6c04e8dd0902fb7071b3cd5e,1537066778.25
duplicated,zblog,10.0.70.3:80,wangyihang,6fdd2cd2880508c20d3e8d722c6e2fb4,1537066778.4
duplicated,zblog,10.0.71.3:80,wangyihang,c5e2e074a7721e02ade863cd65b6b264,1537066778.65
duplicated,zblog,10.0.72.3:80,wangyihang,9e658309c4886bbc3e31bcd50308f0df,1537066778.77
duplicated,zblog,10.0.73.3:80,wangyihang,404b53c8c5a051b031d383632239e9a7,1537066778.98
duplicated,zblog,10.0.74.3:80,wangyihang,83583ba59227ffd2728d58db0687f609,1537066779.24
duplicated,zblog,10.0.75.3:80,wangyihang,8c2b49d8446af1931290ae10d2295322,1537066779.38
duplicated,zblog,10.0.76.3:80,wangyihang,9f88119e437e15143db452971854b612,1537066779.69
duplicated,zblog,10.0.77.3:80,wangyihang,79473916caa11c2be358ee53e1c03d1d,1537066779.88
duplicated,zblog,10.0.78.3:80,wangyihang,a16d8027a1b1d721374af193cf2dc469,1537066780.11
duplicated,zblog,10.0.79.3:80,wangyihang,037af3936ba56e4c2616ab7ae4e7f23a,1537066780.3
duplicated,zblog,10.0.68.3:80,wangyihang,92f5cb69fa60e661dfbaec10147d1290,1537067304.86
duplicated,zblog,10.0.64.3:80,wangyihang,75743f296f4ecd98cc32144788d29b27,1537067304.87
duplicated,zblog,10.0.73.3:80,wangyihang,519573c59a8b78a0d2b1be8d188e708f,1537067304.9
duplicated,zblog,10.0.74.3:80,wangyihang,48194ead8e57f76b691252f0725f4d59,1537067304.9
duplicated,zblog,10.0.75.3:80,wangyihang,a6ba4a899ecfb654eb8db3dca663287a,1537067304.91
duplicated,zblog,10.0.78.3:80,wangyihang,b30c829dbebf28651036e9d1615b79e5,1537067304.92
duplicated,zblog,10.0.79.3:80,wangyihang,ac194aaa63a0f7017e07b98a5387f2f1,1537067304.93
duplicated,zblog,10.0.82.3:80,wangyihang,5e5b08b63e6a5d6818cb63dbe51f0d22,1537067304.95
duplicated,zblog,10.0.85.3:80,wangyihang,eb7dc442fe304f9db796a3c3be19ed46,1537067304.98
duplicated,zblog,10.0.86.3:80,wangyihang,79498b8f387dd77c29fc7f01aa9195d2,1537067304.98
duplicated,zblog,10.0.87.3:80,wangyihang,f9136699e1a785d74a849a5eaee52772,1537067304.99
duplicated,zblog,10.0.88.3:80,wangyihang,1e90020c2493ca4e46199c05429c70d3,1537067305.0
duplicated,zblog,10.0.91.3:80,wangyihang,eeb4a12aad22169209cb9004e518c4cc,1537067305.02
duplicated,zblog,10.0.71.3:80,wangyihang,ef9c0b6986a704ba01b0dacbbf646ce1,1537067307.9
correct,calc,http://192.168.0.8:8888,wangyihang,d71e3cbd66cedb6a4d887879e1de60b2,1537067539.7
WRONG,calc,http://192.168.0.8:8888,wangyihang,d71e3cbd66cedb6a4d887879e1de60b2,1537067551.11
WRONG,calc,http://192.168.0.8:8888,wangyihang,d71e3cbd66cedb6a4d887879e1de60b2,1537067559.88
WRONG,calc,http://192.168.0.8:8888,wangyihang,d71e3cbd66cedb6a4d887879e1de60b2,1537067563.47
duplicated,zblog,10.0.64.3:80,wangyihang,ed60f00707f889ddd3e57e434d9ca97b,1537067845.65
duplicated,zblog,10.0.68.3:80,wangyihang,8a40fa79b3511557d73f2cc517f602ad,1537067845.65
duplicated,zblog,10.0.71.3:80,wangyihang,e5ad68256852d1825ee612a07a273374,1537067845.68
duplicated,zblog,10.0.73.3:80,wangyihang,9fb3d3646ddac0baee44dd5a05324945,1537067845.69
duplicated,zblog,10.0.75.3:80,wangyihang,f47ef6abf9cd11a0ea389686452db91a,1537067845.71
duplicated,zblog,10.0.78.3:80,wangyihang,7e574d34048cc7395dc83fbfb44a3c3e,1537067845.72
duplicated,zblog,10.0.79.3:80,wangyihang,07a8e90700ed40e24592017682add683,1537067845.74
duplicated,zblog,10.0.74.3:80,wangyihang,f7e100fe15d6fb1d60b78c91dc40f5a7,1537067845.75
duplicated,zblog,10.0.82.3:80,wangyihang,e229ccd79cbc77151f3b91d15d8738bf,1537067845.75
duplicated,zblog,10.0.85.3:80,wangyihang,cef43500a1f7a27f97c33592aa147a31,1537067845.78
duplicated,zblog,10.0.86.3:80,wangyihang,69454aa8fa9c83e513291a3e3b3ddacf,1537067845.78
duplicated,zblog,10.0.87.3:80,wangyihang,d2979c9e1383c9de93a8751fb71988f4,1537067845.79
duplicated,zblog,10.0.88.3:80,wangyihang,4e8a3e2d5221173229267e66f8afb195,1537067845.8
duplicated,zblog,10.0.91.3:80,wangyihang,67864c0091c55488d230b5fd995be1cf,1537067845.81
duplicated,zblog,10.0.68.3:80,wangyihang,0e161dcb5cbeb517fbc4b8ccd7393fbb,1537068386.4
duplicated,zblog,10.0.64.3:80,wangyihang,55d506f39bf1dc892bb9abda19f1402a,1537068386.41
duplicated,zblog,10.0.73.3:80,wangyihang,611987ffca7c08b846bf1976821fb20b,1537068386.43
duplicated,zblog,10.0.74.3:80,wangyihang,74642193c7c73b32466b987fd94bc831,1537068386.45
duplicated,zblog,10.0.75.3:80,wangyihang,bdaa59206a70edbed9928f8ba785afb3,1537068386.46
duplicated,zblog,10.0.79.3:80,wangyihang,25a3feadd061e2d4e1f72259a226b722,1537068386.48
duplicated,zblog,10.0.82.3:80,wangyihang,e3368ef47abc1a764ec8f5d273d46cdb,1537068386.49
duplicated,zblog,10.0.85.3:80,wangyihang,65b0e49d11411d4a4704cec7f8bea2ab,1537068386.5
duplicated,zblog,10.0.86.3:80,wangyihang,41a0240072b0ecff5a15e01218af8bd0,1537068386.51
duplicated,zblog,10.0.87.3:80,wangyihang,94e505b65b272094ec9de79c08c4931a,1537068386.52
duplicated,zblog,10.0.88.3:80,wangyihang,6f5699cf659dc17e364222675d7f50d8,1537068386.53
duplicated,zblog,10.0.91.3:80,wangyihang,c140304a9959beef1034a2eddb4c537e,1537068386.54
duplicated,zblog,10.0.71.3:80,wangyihang,ddabcac216e6d2d6b354ef1b6eddc02e,1537068389.47
duplicated,zblog,10.0.78.3:80,wangyihang,f099bb2327df951162df6048412876e7,1537068393.63
duplicated,zblog,10.0.64.3:80,wangyihang,55d506f39bf1dc892bb9abda19f1402a,1537068908.97
duplicated,zblog,10.0.68.3:80,wangyihang,0e161dcb5cbeb517fbc4b8ccd7393fbb,1537068908.99
duplicated,zblog,10.0.73.3:80,wangyihang,611987ffca7c08b846bf1976821fb20b,1537068909.03
duplicated,zblog,10.0.74.3:80,wangyihang,74642193c7c73b32466b987fd94bc831,1537068909.13
duplicated,zblog,10.0.75.3:80,wangyihang,bdaa59206a70edbed9928f8ba785afb3,1537068909.13
duplicated,zblog,10.0.78.3:80,wangyihang,f099bb2327df951162df6048412876e7,1537068909.18
duplicated,zblog,10.0.79.3:80,wangyihang,25a3feadd061e2d4e1f72259a226b722,1537068909.19
duplicated,zblog,10.0.82.3:80,wangyihang,e3368ef47abc1a764ec8f5d273d46cdb,1537068909.22
duplicated,zblog,10.0.85.3:80,wangyihang,65b0e49d11411d4a4704cec7f8bea2ab,1537068909.25
duplicated,zblog,10.0.86.3:80,wangyihang,41a0240072b0ecff5a15e01218af8bd0,1537068909.26
duplicated,zblog,10.0.87.3:80,wangyihang,94e505b65b272094ec9de79c08c4931a,1537068909.27
duplicated,zblog,10.0.88.3:80,wangyihang,6f5699cf659dc17e364222675d7f50d8,1537068909.29
duplicated,zblog,10.0.91.3:80,wangyihang,c140304a9959beef1034a2eddb4c537e,1537068909.34
duplicated,zblog,10.0.71.3:80,wangyihang,ddabcac216e6d2d6b354ef1b6eddc02e,1537068912.03
duplicated,zblog,10.0.67.3:80,wangyihang,eae425e513a780c17908e6788d13b5ce,1537068916.06
duplicated,zblog,10.0.64.3:80,wangyihang,55d506f39bf1dc892bb9abda19f1402a,1537068916.08
duplicated,zblog,10.0.69.3:80,wangyihang,c57d4ec69492e8270938bea7a2b0d76c,1537068916.22
duplicated,zblog,10.0.66.3:80,wangyihang,0cf206441f77447d13e8a536881dc3c1,1537068916.23
duplicated,zblog,10.0.72.3:80,wangyihang,d2d419eb88d649c9236a013bc285bb45,1537068916.29
duplicated,zblog,10.0.70.3:80,wangyihang,8d173f5cf41e0d844629ff16166d3cfe,1537068916.32
duplicated,zblog,10.0.65.3:80,wangyihang,fe723d06acad074ac369cb6cf0d3b745,1537068916.47
duplicated,zblog,10.0.74.3:80,wangyihang,74642193c7c73b32466b987fd94bc831,1537068916.56
duplicated,zblog,10.0.75.3:80,wangyihang,bdaa59206a70edbed9928f8ba785afb3,1537068916.7
duplicated,zblog,10.0.73.3:80,wangyihang,611987ffca7c08b846bf1976821fb20b,1537068916.71
duplicated,zblog,10.0.71.3:80,wangyihang,ddabcac216e6d2d6b354ef1b6eddc02e,1537068916.82
duplicated,zblog,10.0.68.3:80,wangyihang,0e161dcb5cbeb517fbc4b8ccd7393fbb,1537068916.97
duplicated,zblog,10.0.77.3:80,wangyihang,51d47a546e53c2183ea68235046fe45a,1537068917.01
duplicated,zblog,10.0.81.3:80,wangyihang,1364b2168a5794499777a4ec93644258,1537068917.06
duplicated,zblog,10.0.78.3:80,wangyihang,f099bb2327df951162df6048412876e7,1537068917.08
duplicated,zblog,10.0.83.3:80,wangyihang,5b3dafa8b532835daa666ce385299e5e,1537068917.12
duplicated,zblog,10.0.76.3:80,wangyihang,359f9091ca8ceac8456edff5c198b4d0,1537068917.19
duplicated,zblog,10.0.84.3:80,wangyihang,3e5f87d0567c1c1e9127b134e0bc0ea4,1537068917.21
duplicated,zblog,10.0.82.3:80,wangyihang,e3368ef47abc1a764ec8f5d273d46cdb,1537068917.34
duplicated,zblog,10.0.87.3:80,wangyihang,94e505b65b272094ec9de79c08c4931a,1537068917.57
duplicated,zblog,10.0.79.3:80,wangyihang,25a3feadd061e2d4e1f72259a226b722,1537068918.15
duplicated,zblog,10.0.85.3:80,wangyihang,65b0e49d11411d4a4704cec7f8bea2ab,1537068918.57
duplicated,zblog,10.0.86.3:80,wangyihang,41a0240072b0ecff5a15e01218af8bd0,1537068918.58
duplicated,zblog,10.0.91.3:80,wangyihang,c140304a9959beef1034a2eddb4c537e,1537068918.93
duplicated,zblog,10.0.88.3:80,wangyihang,6f5699cf659dc17e364222675d7f50d8,1537068919.08
duplicated,zblog,10.0.92.3:80,wangyihang,15032c605cb70ecc7dc24817d2cac230,1537068919.13
duplicated,zblog,10.0.64.3:80,wangyihang,9ec251408f9e76c0f703d86694bec7c5,1537069449.75
WRONG,zblog,10.0.71.3:80,wangyihang,ddabcac216e6d2d6b354ef1b6eddc02e,1537069449.79
duplicated,zblog,10.0.73.3:80,wangyihang,9faab3e07cc6bae71579ffa082d80544,1537069449.81
duplicated,zblog,10.0.74.3:80,wangyihang,c0ccf7e85e84c27abc8312671ef2ef0f,1537069449.83
duplicated,zblog,10.0.75.3:80,wangyihang,2e094d0bb1ccf65c9c70378a41c0bd78,1537069449.85
duplicated,zblog,10.0.78.3:80,wangyihang,794d8a074e798d0c97d1bb9dd2ae9bfb,1537069449.89
duplicated,zblog,10.0.79.3:80,wangyihang,6f80db2272964791a0152cf686eb6ca1,1537069449.91
duplicated,zblog,10.0.82.3:80,wangyihang,7df094ece7f78845aa0e7a6488fb4abd,1537069449.95
duplicated,zblog,10.0.85.3:80,wangyihang,64b06d56fc16f8571dc2eb25bc0bfd82,1537069450.0
duplicated,zblog,10.0.86.3:80,wangyihang,c2a6d36348c3b5f744107cce649d09d7,1537069450.02
duplicated,zblog,10.0.87.3:80,wangyihang,ef3f0c85b23e3d920e6a75cb06c81d24,1537069450.04
duplicated,zblog,10.0.88.3:80,wangyihang,cbb825616f7d5a60a3ecc2a4045ae144,1537069450.06
duplicated,zblog,10.0.91.3:80,wangyihang,fb4630e028352f8a565c81f1a0ba1dd8,1537069450.8
duplicated,zblog,10.0.68.3:80,wangyihang,a366c4012a2183220145f54b74a992d9,1537069452.81
duplicated,zblog,10.0.64.3:80,wangyihang,55b187f0a47f7bea7d2db7410681567d,1537069990.52
duplicated,zblog,10.0.68.3:80,wangyihang,36577e89b3c4337e140d67910efe3eb9,1537069990.56
WRONG,zblog,10.0.71.3:80,wangyihang,ddabcac216e6d2d6b354ef1b6eddc02e,1537069990.6
duplicated,zblog,10.0.73.3:80,wangyihang,7f0783a5d36095aafb8eb7f504a7f997,1537069990.62
duplicated,zblog,10.0.74.3:80,wangyihang,18e390e5758d1ff81eff29c8b54c42ed,1537069990.66
duplicated,zblog,10.0.75.3:80,wangyihang,b27d7f06add135dceebd61054aad9238,1537069990.67
duplicated,zblog,10.0.78.3:80,wangyihang,4d47faec8f937e7c103c6e34cda21e55,1537069990.71
duplicated,zblog,10.0.79.3:80,wangyihang,7a0689d8978ef0374a3f898c0c89fe5a,1537069990.72
duplicated,zblog,10.0.82.3:80,wangyihang,da177b1157bd0e1a29c4f4fa08916e3c,1537069990.75
correct,zblog,10.0.87.3:80,wangyihang,ed610f9da317bf41ee9b0796bc939bbb,1537069990.79
duplicated,zblog,10.0.86.3:80,wangyihang,5e52e6090935ef58424a6c173fd8f74f,1537069990.8
correct,zblog,10.0.88.3:80,wangyihang,2a63b81e51b7138ce08ffac7d3d55589,1537069990.81
correct,zblog,10.0.91.3:80,wangyihang,5449be34e3da24ce7f074cbbc1b03304,1537069990.84
correct,zblog,10.0.64.3:80,wangyihang,6117ca4ffa5649247eb4e5006c8368fc,1537070531.3
correct,zblog,10.0.73.3:80,wangyihang,3aab8addf3124e40eb186088f40bd964,1537070531.34
correct,zblog,10.0.74.3:80,wangyihang,4ee5c6551eac62c5269f1c08c4fbfa26,1537070531.35
correct,zblog,10.0.75.3:80,wangyihang,2392f6886dcc10937b0d967009697ddb,1537070531.37
correct,zblog,10.0.78.3:80,wangyihang,d613ca53f039c86864b916baa2ceab3e,1537070531.39
correct,zblog,10.0.79.3:80,wangyihang,f548c2ae752fc1ecfbbcc5405e1cee14,1537070531.4
correct,zblog,10.0.82.3:80,wangyihang,79fc7e29b8d6844f52341d0ca1d64ce6,1537070531.43
correct,zblog,10.0.86.3:80,wangyihang,c2ae9f093938cfd93e8b5f08c4001805,1537070531.47
correct,zblog,10.0.87.3:80,wangyihang,7d03415faf409dbc5ae8b0331a089ae4,1537070531.47
correct,zblog,10.0.88.3:80,wangyihang,1832ef57fac4cc62f88c4a6765fa597e,1537070531.48
correct,zblog,10.0.91.3:80,wangyihang,a14c3ce3b4dafb28f89b3fb5344a2ddd,1537070531.51
correct,zblog,10.0.68.3:80,wangyihang,9a7c93e951971a9ffa448748e8e2fa3d,1537070532.32
WRONG,zblog,10.0.71.3:80,wangyihang,ddabcac216e6d2d6b354ef1b6eddc02e,1537070532.35
WRONG,zblog,10.0.72.3:80,wangyihang,a015267de77493e88c837682b02c5668,1537070990.36
correct,zblog,10.0.64.3:80,wangyihang,32fbe25dba1fce06e5fab9d6719d5f46,1537071072.11
duplicated,zblog,10.0.68.3:80,wangyihang,18d87ffa1c8fe3d57008d6b889d927bd,1537071072.14
WRONG,zblog,10.0.71.3:80,wangyihang,ddabcac216e6d2d6b354ef1b6eddc02e,1537071072.2
WRONG,zblog,10.0.72.3:80,wangyihang,a015267de77493e88c837682b02c5668,1537071072.21
duplicated,zblog,10.0.73.3:80,wangyihang,9a0b06cd5a423f55727518d0829e7b68,1537071072.21
duplicated,zblog,10.0.74.3:80,wangyihang,9f7fff1d9881139e01b9dd9513c7ffc6,1537071072.22
duplicated,zblog,10.0.75.3:80,wangyihang,6a7271d7f95b911ce73a1dd27b4d146d,1537071072.23
duplicated,zblog,10.0.78.3:80,wangyihang,a6be3dcb7d2a15358ce9277ed7cf88ea,1537071072.25
duplicated,zblog,10.0.82.3:80,wangyihang,bfdb699ea412bdc94112f49394f97bcc,1537071072.28
duplicated,zblog,10.0.86.3:80,wangyihang,83fb24eda76f47669927027d47b37a79,1537071072.31
duplicated,zblog,10.0.87.3:80,wangyihang,3dc83d5e24ebe1269bddd1756c81742a,1537071072.32
duplicated,zblog,10.0.88.3:80,wangyihang,f89f100e3f8ed5ec2dabbe858c5ed09e,1537071072.33
duplicated,zblog,10.0.91.3:80,wangyihang,023794fb47c439190d32abc8e42df4c4,1537071072.35
duplicated,zblog,10.0.76.3:80,wangyihang,4ff00aeb50420cfa89df0b5743447131,1537071594.17
WRONG,zblog,10.0.80.3:80,wangyihang,83da42eae015cb9276cb4c4af0078398,1537071594.33
WRONG,zblog,10.0.84.3:80,wangyihang,c2aaf2030bdb76781baf1caf2cafd83b,1537071595.1
WRONG,zblog,10.0.83.3:80,wangyihang,8c6d89430039e24c0ec8263667f110cf,1537071595.58
WRONG,zblog,10.0.89.3:80,wangyihang,02784d187c27dc0c939488f8ff963b2b,1537071603.87
correct,zblog,10.0.64.3:80,wangyihang,c833a4b6aa51528479241ec2e6eb65a1,1537071613.85
duplicated,zblog,10.0.64.3:80,wangyihang,c833a4b6aa51528479241ec2e6eb65a1,1537072153.64
correct,zblog,10.0.66.3:80,wangyihang,a554fa31a729bd9777958023c58b119c,1537072153.65
correct,zblog,10.0.65.3:80,wangyihang,d3c9e646a4c4dd6400396bb147d5fef9,1537072274.86
correct,zblog,10.0.76.3:80,wangyihang,03bd188ecbfd0deddf61348e0c84763f,1537072274.98
duplicated,zblog,10.0.66.3:80,wangyihang,c2c3d31551b47b2df96f9386a0cd8f02,1537072275.05
correct,zblog,10.0.80.3:80,wangyihang,45cebe908b80aa4206ed388971af33a3,1537072275.25
correct,zblog,10.0.83.3:80,wangyihang,781e6206c83204339b7b3befac8799e6,1537072275.43
WRONG,zblog,10.0.84.3:80,wangyihang,c2aaf2030bdb76781baf1caf2cafd83b,1537072275.46
WRONG,zblog,10.0.89.3:80,wangyihang,fce2865889fccf47d30957ad206a9470,1537072283.85
duplicated,zblog,10.0.66.3:80,wangyihang,c2c3d31551b47b2df96f9386a0cd8f02,1537072575.42
duplicated,zblog,10.0.76.3:80,wangyihang,03bd188ecbfd0deddf61348e0c84763f,1537072575.5
duplicated,zblog,10.0.80.3:80,wangyihang,45cebe908b80aa4206ed388971af33a3,1537072575.98
duplicated,zblog,10.0.83.3:80,wangyihang,781e6206c83204339b7b3befac8799e6,1537072576.07
duplicated,zblog,10.0.65.3:80,wangyihang,d3c9e646a4c4dd6400396bb147d5fef9,1537072576.46
WRONG,zblog,10.0.89.3:80,wangyihang,fce2865889fccf47d30957ad206a9470,1537072576.54
correct,zblog,10.0.72.3:80,wangyihang,c3ca7ec433ec9cfff291d999fa8b4dc0,1537072577.43
duplicated,zblog,10.0.92.3:80,wangyihang,279715f16fae805bb7f5fb00a3b923c3,1537072577.95
WRONG,zblog,10.0.84.3:80,wangyihang,c2aaf2030bdb76781baf1caf2cafd83b,1537072580.22
duplicated,zblog,10.0.64.3:80,wangyihang,ec60ea73fabe398e4e3ecc74d40385cc,1537072694.38
duplicated,zblog,10.0.66.3:80,wangyihang,c2c3d31551b47b2df96f9386a0cd8f02,1537072694.38
correct,zblog,10.0.85.3:80,wangyihang,4fff5916bcbcdc68b611ad0283e23547,1537072694.52
duplicated,zblog,10.0.92.3:80,wangyihang,279715f16fae805bb7f5fb00a3b923c3,1537072695.5
correct,zblog,10.0.72.3:80,wangyihang,42b78332f0cc5b0d24c2e1318c476775,1537072875.73
correct,zblog,10.0.76.3:80,wangyihang,8a3964a86ccd22f177c760364be74f1a,1537072875.78
correct,zblog,10.0.65.3:80,wangyihang,4d52dfba4b5de5e3b208fff306144703,1537072875.86
correct,zblog,10.0.66.3:80,wangyihang,bdd97138e3f37f587826c2869adbffc7,1537072875.98
correct,zblog,10.0.80.3:80,wangyihang,02ec2bbf21a158c0ec1d94b55bbd4c00,1537072876.21
correct,zblog,10.0.83.3:80,wangyihang,8ae538c7eb54a1a49f593e2a6180e624,1537072876.31
WRONG,zblog,10.0.84.3:80,wangyihang,c2aaf2030bdb76781baf1caf2cafd83b,1537072876.32
correct,zblog,10.0.85.3:80,wangyihang,27428e653ebae979a0015de7a0728d25,1537072876.83
WRONG,zblog,10.0.89.3:80,wangyihang,702ee2d5134e26566caebf1a66a093d7,1537072876.9
correct,zblog,10.0.92.3:80,wangyihang,c067e86e0d250a0f99caa4e26a6fd56c,1537072878.24
duplicated,zblog,10.0.66.3:80,wangyihang,bdd97138e3f37f587826c2869adbffc7,1537073176.6
duplicated,zblog,10.0.76.3:80,wangyihang,8a3964a86ccd22f177c760364be74f1a,1537073176.72
duplicated,zblog,10.0.83.3:80,wangyihang,8ae538c7eb54a1a49f593e2a6180e624,1537073177.2
duplicated,zblog,10.0.80.3:80,wangyihang,02ec2bbf21a158c0ec1d94b55bbd4c00,1537073177.26
WRONG,zblog,10.0.84.3:80,wangyihang,c2aaf2030bdb76781baf1caf2cafd83b,1537073177.27
duplicated,zblog,10.0.65.3:80,wangyihang,4d52dfba4b5de5e3b208fff306144703,1537073177.43
duplicated,zblog,10.0.92.3:80,wangyihang,c067e86e0d250a0f99caa4e26a6fd56c,1537073177.63
duplicated,zblog,10.0.85.3:80,wangyihang,27428e653ebae979a0015de7a0728d25,1537073177.81
WRONG,zblog,10.0.89.3:80,wangyihang,702ee2d5134e26566caebf1a66a093d7,1537073178.4
duplicated,zblog,10.0.66.3:80,wangyihang,bdd97138e3f37f587826c2869adbffc7,1537073203.48
duplicated,zblog,10.0.76.3:80,wangyihang,8a3964a86ccd22f177c760364be74f1a,1537073203.73
duplicated,zblog,10.0.65.3:80,wangyihang,4d52dfba4b5de5e3b208fff306144703,1537073203.81
duplicated,zblog,10.0.83.3:80,wangyihang,8ae538c7eb54a1a49f593e2a6180e624,1537073203.9
WRONG,zblog,10.0.84.3:80,wangyihang,c2aaf2030bdb76781baf1caf2cafd83b,1537073203.98
WRONG,zblog,10.0.89.3:80,wangyihang,702ee2d5134e26566caebf1a66a093d7,1537073204.08
duplicated,zblog,10.0.85.3:80,wangyihang,27428e653ebae979a0015de7a0728d25,1537073204.31
duplicated,zblog,10.0.92.3:80,wangyihang,c067e86e0d250a0f99caa4e26a6fd56c,1537073204.44
duplicated,zblog,10.0.80.3:80,wangyihang,02ec2bbf21a158c0ec1d94b55bbd4c00,1537073204.98
duplicated,zblog,10.0.66.3:80,wangyihang,bdd97138e3f37f587826c2869adbffc7,1537073235.16
duplicated,zblog,10.0.64.3:80,wangyihang,ed96e74c59d0ef520c7b547b300ff637,1537073235.17
duplicated,zblog,10.0.85.3:80,wangyihang,27428e653ebae979a0015de7a0728d25,1537073237.29
duplicated,zblog,10.0.72.3:80,wangyihang,4959370621f99926f8b85932b4d46519,1537073503.17
duplicated,zblog,10.0.80.3:80,wangyihang,2c3ac25252a6581e6b9efae8233d83f1,1537073503.69
WRONG,zblog,10.0.84.3:80,wangyihang,c2aaf2030bdb76781baf1caf2cafd83b,1537073504.83
WRONG,zblog,10.0.89.3:80,wangyihang,c931c6158fe85999203b2c35cf81f1a0,1537073506.97
correct,web1,192.168.1.2,wangyihang,d41d8cd98f00b204e9800998edf8487e,1537073690.74
duplicated,zblog,10.0.64.3:80,wangyihang,c8f332472709fc1a83d5d4967f608cf3,1537073775.95
duplicated,zblog,10.0.66.3:80,wangyihang,30e220219fe3987a127a874eba23aa87,1537073775.95
duplicated,zblog,10.0.72.3:80,wangyihang,4959370621f99926f8b85932b4d46519,1537073803.54
duplicated,zblog,10.0.76.3:80,wangyihang,9be5ee83f83a287c1b3f5f948c7a814d,1537073803.66
duplicated,zblog,10.0.66.3:80,wangyihang,30e220219fe3987a127a874eba23aa87,1537073803.71
duplicated,zblog,10.0.65.3:80,wangyihang,1a74cd88891c8a9e546713aba1e08154,1537073803.71
WRONG,zblog,10.0.84.3:80,wangyihang,c2aaf2030bdb76781baf1caf2cafd83b,1537073803.82
duplicated,zblog,10.0.80.3:80,wangyihang,2c3ac25252a6581e6b9efae8233d83f1,1537073803.9
WRONG,zblog,10.0.89.3:80,wangyihang,c931c6158fe85999203b2c35cf81f1a0,1537073803.94
WRONG,web1,gamble,127.0.0.1,d41d8cd98f00b204e9800998edf8487e,1537074007.79
correct,zblog,10.0.65.3:80,wangyihang,cd946aee62f4de30567c8c432dc0e7e6,1537074104.35
duplicated,zblog,10.0.66.3:80,wangyihang,e08ad6b1e9d26a58248b5a39593a8a8c,1537074104.43
WRONG,zblog,10.0.84.3:80,wangyihang,c2aaf2030bdb76781baf1caf2cafd83b,1537074104.57
correct,zblog,10.0.80.3:80,wangyihang,1a5968cdafecb9454b539c7d6caa677f,1537074104.59
WRONG,zblog,10.0.89.3:80,wangyihang,24ea0dd9a72788e370df7b4e28ee2c6f,1537074104.67
duplicated,zblog,10.0.64.3:80,wangyihang,ae56be23f2ff2b0a9e84b02742eeee1a,1537074316.7
duplicated,zblog,10.0.66.3:80,wangyihang,e08ad6b1e9d26a58248b5a39593a8a8c,1537074316.71
duplicated,zblog,10.0.85.3:80,wangyihang,cd1caf6c8d471cf93fca033011f32a4d,1537074316.87
correct,zblog,10.0.76.3:80,wangyihang,060af224dbff910a22919e952e118809,1537074404.43
